trial_index,ch00,ch01,ch02,ch03,ch04,ch05,ch06,ch07,ch08,ch09,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27,ch28,ch29,ch30,ch31,ch32,ch33,ch34,ch35,ch36,ch37,ch38,ch39,ch40,ch41,ch42,ch43,ch44,ch45,ch46,ch47,ch48,ch49,ch50,ch51,ch52,ch53,ch54,ch55,ch56,ch57,ch58,ch59,ch60,ch61,ch62,ch63
77,-1.49414,0.59645,1.50173,-0.8663,0.08975,0.55005,-1.9328,1.50959,-1.30451,1.78984,0.0576,-0.12105,-0.90228,0.97703,0.9301,-0.45002,0.98202,-0.06686,0.59381,-1.43924,-0.6381,-0.22047,1.37726,0.07034,-0.20344,1.6254,-0.07246,-0.7636,-1.5447,0.87844,0.38662,-1.39554,-0.05517,1.01433,-0.14844,0.28457,1.85084,1.38785,-0.20781,0.43091,-0.83379,-1.72266,-1.03994,0.71328,-0.26728,-1.49793,0.46206,-1.05586,-1.86867,-0.94394,0.1626,0.9257,-0.10064,0.80096,0.90605,0.07057,0.74134,-0.40604,-0.3782,1.07681,-1.16362,-0.77377,0.24789,2.29542
78,-2.69337,1.24133,1.09089,-1.66006,-0.00591,0.44641,-0.75783,0.1508,-0.75341,2.20203,0.07002,0.40087,-0.87736,0.57385,-0.45746,-0.92389,0.48644,-0.62397,0.49883,-0.33713,0.37509,-0.32539,1.72199,-0.42477,-0.48186,1.39576,0.02867,-0.27279,-0.8237,1.80688,0.32528,-0.79326,-0.22072,-0.66795,0.02774,0.4531,0.60829,0.77489,0.52224,0.36713,-1.9015,-1.77757,-1.43417,1.18556,1.2137,-0.38337,-0.03827,-0.71594,-1.04834,-0.73471,-0.34083,2.0024,-1.34002,-1.28319,1.52641,1.58902,0.30016,-0.95235,-0.74157,2.3851,-1.02616,0.44195,0.58105,2.31771
79,-0.40394,0.61273,-1.2627,-0.01414,1.20251,0.39241,-0.28421,-1.27578,-0.58149,2.27488,-0.37497,-0.02886,-0.11456,-0.25783,-0.6441,-0.35947,-0.34691,0.0927,0.96332,-0.65981,-1.08208,-1.12295,0.63184,0.34084,-0.89033,-0.0538,0.77434,-0.33025,-1.03221,0.91996,0.69198,-0.25018,0.6541,-0.07733,0.49963,0.49778,0.38385,-0.43712,0.05526,-0.30252,-1.53033,-2.23952,0.19132,0.43874,1.19311,0.0926,-0.99454,-0.2608,0.03965,-1.24771,0.46854,2.70083,-1.11513,-1.67302,-0.26976,0.52563,-0.741,0.69718,-1.62017,1.68504,-0.90181,0.79865,0.09803,0.43701
80,-1.27058,0.68913,0.69784,-1.36297,0.95321,-0.34294,-0.07364,0.20515,0.13982,1.27866,-0.07208,-1.01326,-0.40427,-0.56355,0.2048,-1.44038,-1.23822,-0.86062,1.57875,-0.94245,0.74154,0.19266,1.14258,0.42518,-0.59438,-0.22567,0.75732,0.83026,-2.23838,0.03315,0.74773,-1.15893,0.00678,-1.86796,0.28929,-0.14943,0.71891,-0.38541,-0.01736,-0.46341,-1.0875,-2.37356,-0.85674,1.21127,-0.67518,0.47616,-0.78633,-0.15425,-0.46673,-2.14024,0.51353,-0.03285,-2.16313,-0.29935,-0.68801,-1.28941,-0.25599,1.03583,0.72873,0.63674,-1.56026,-0.00853,-0.31513,0.00494
81,-0.62362,0.30192,-0.73918,-1.96658,-0.47378,-1.11735,-0.51289,0.24044,1.15521,1.24878,1.10599,-0.5611,0.04896,-0.95162,-0.22249,-0.11963,-0.29972,-0.81149,1.6182,-1.02974,-0.33367,-0.60267,0.99923,-0.06877,-0.94487,-0.30896,1.48262,0.71467,-1.74726,0.25853,1.0419,-0.80211,-0.91099,-1.88959,1.46984,-1.04442,0.83341,1.25971,1.05338,-0.91732,-1.82639,-1.86178,-0.94332,0.38371,-0.02439,-0.31419,0.74021,0.51562,-0.8927,-1.24547,-0.21988,0.67793,-0.10417,-0.94106,-0.12929,-1.21908,-1.12515,0.04926,0.33032,-0.44636,-1.24315,-1.36191,0.00267,-0.91849
82,-1.37663,0.92326,0.24407,-0.0647,0.29247,-1.14783,-1.68024,-0.76734,0.20019,1.05325,1.52661,0.30019,0.27983,-0.0315,1.19666,1.05162,0.65255,-0.68723,0.69166,-0.97979,-0.16903,0.09158,1.62337,-0.07213,-0.26528,-0.32535,-0.00088,0.04478,-0.99294,0.36371,0.13771,0.04594,0.65158,-1.29111,1.01111,-0.87512,1.3567,0.28573,-0.95643,-0.0902,-1.248,-1.41931,1.48137,-0.24933,-1.01183,1.24935,-0.06092,0.47313,0.70339,0.13624,-0.27985,1.96722,0.36827,0.16358,-0.05083,-3.02595,-1.4371,-0.17104,0.9473,-0.88595,0.65523,-1.18552,0.3893,-1.00061
83,-0.80614,0.41065,1.71485,-0.86181,0.98135,0.32479,0.21228,-1.02875,0.01778,0.46127,1.80992,-0.37428,0.25861,-0.58828,0.74794,-0.02176,1.23849,-1.03613,1.19381,-0.6916,0.76398,0.39129,0.54242,-0.61508,0.83711,-0.62289,0.08394,0.40406,0.47113,-1.04422,-1.96178,-0.43222,-0.43568,-0.16572,1.37879,-0.98213,-0.47345,-0.78521,-0.64945,-0.2764,-0.24495,-0.19969,1.26508,-0.68392,-1.65404,-0.78155,1.67637,1.60253,0.21607,-0.17423,1.13811,0.55912,-0.49721,0.14112,0.91683,-1.65255,-1.05325,-0.40645,-0.07699,0.42839,0.12534,-1.89384,-0.04777,-1.3699
84,-1.94481,0.57386,1.37873,-0.54448,-0.57262,0.17258,-0.59036,-0.4247,0.917,0.65363,0.91368,-0.78924,1.16213,-0.28675,-1.10628,-0.6825,0.34547,0.13726,1.60436,-1.38839,-0.489,0.20334,1.45585,-0.37972,-0.52567,0.32312,-0.30056,-0.41554,0.76263,-1.16817,-0.20438,0.13721,-0.92903,0.02146,-0.40758,-1.15054,-0.81484,-1.39375,0.11293,1.09936,-0.35716,0.28103,-0.30138,0.1666,-1.33301,-0.15243,1.48736,0.84721,0.21902,-0.17409,0.99785,0.47772,0.37802,0.88252,-1.39668,-0.96271,-0.5205,-0.60715,-0.04274,0.98061,0.26569,-1.78281,0.55046,-0.27693
85,-2.31369,1.05198,1.09806,-0.80413,0.37366,0.74895,-0.17735,-0.20135,-0.31206,0.52429,1.07247,-0.55219,2.61954,0.38133,-1.24013,-1.75069,-0.20409,0.17102,0.47847,-0.24869,-1.90254,1.30281,2.04893,-0.24365,0.94111,-0.09892,0.21719,0.38273,-0.01686,0.36693,1.1672,1.29887,0.88165,1.34163,0.01168,-0.18183,0.78833,-0.39193,-0.44379,0.51539,0.14781,0.92031,0.44833,-0.50149,0.71848,0.2176,0.05987,-0.70304,2.45077,-0.41422,-0.03576,0.06781,0.92365,0.7476,-0.24236,-0.83995,-0.3903,-1.39326,0.35244,0.34969,0.19549,0.01356,-0.37062,3.38319
86,-2.09765,1.67296,0.21512,-1.3626,1.46543,0.6187,-0.42736,-1.0595,-0.79203,0.18688,0.16781,0.72333,3.22107,-0.24554,0.26899,-0.34159,0.08755,0.62542,0.02257,-0.00735,-0.73221,1.45261,0.58442,0.69311,1.74634,1.34866,1.00897,-0.39403,0.33918,0.89961,0.4381,0.30957,1.16591,1.98437,1.34749,1.04661,-0.92206,0.27817,-1.14552,0.75566,-0.06272,0.78672,0.25254,-0.47514,-0.26909,0.66346,-0.15863,-0.94869,0.71119,-0.43125,-0.48826,-0.39051,-0.51958,0.27162,0.21146,-0.27376,-0.29962,-0.15326,-0.04455,2.12685,-0.45657,0.59136,-2.16071,2.55209
87,-0.72725,0.59442,0.39707,0.06372,0.06098,1.85537,0.55489,-0.30512,-1.16278,0.7608,1.39764,0.71768,2.64978,-0.144,-0.04161,-0.1265,0.08576,0.52645,-0.72557,1.24236,-1.53097,2.11042,0.73049,-0.22372,-0.13841,0.77272,-0.54455,-0.75403,-0.03505,0.22847,-0.96134,-0.23045,-0.41266,0.87971,0.98743,0.22384,-1.25582,1.14645,-0.61664,-0.31008,-0.4784,0.14028,-0.16379,0.27035,0.66901,0.05418,-0.54862,-0.91251,2.23205,1.34913,0.30135,0.26904,-0.61701,-0.00307,0.63992,0.16204,0.03129,0.19795,0.19011,0.75086,-0.14883,0.7431,-0.91913,2.66727
88,1.05363,0.22908,0.89876,0.32208,0.51842,1.38673,-0.90781,0.11561,-1.89469,0.13267,-0.27424,0.63159,2.50745,0.20317,-0.66621,0.0917,-0.46433,-1.94011,-0.08977,1.31262,-0.40428,2.0041,0.16945,-1.2371,-0.47095,0.30888,0.42276,0.92389,1.2767,0.33294,-0.65042,-1.49989,-1.87171,1.09598,-1.2189,0.14596,-0.39385,0.06346,0.34134,0.57895,0.0676,0.69698,-1.32856,-0.91884,0.82831,-0.60399,-0.52136,-0.7655,1.54856,-0.3157,1.25552,0.77927,0.22344,-0.09096,2.16493,0.13057,-0.50129,-0.75108,-0.42671,0.19849,-0.36356,0.93933,1.21031,3.12715
89,0.65644,-0.90789,0.09138,1.68327,0.29814,0.58339,0.15978,0.52757,-0.92041,0.5044,-0.11627,0.44692,2.27291,-1.40535,0.16694,1.41341,-0.01114,0.73331,0.39205,0.00631,-0.16426,3.15753,0.67726,-1.04689,-0.70833,-1.06144,0.75833,-0.25062,1.07318,-0.87331,0.21734,-0.82008,-1.22212,0.31925,-2.72668,-0.93032,-0.67613,-0.01258,0.40575,0.03804,0.54001,1.20108,0.22478,-1.2014,0.07576,-1.14164,0.95358,-1.78796,0.74307,0.99889,0.02153,-0.06945,0.12143,-0.09601,1.65213,0.51183,-1.15705,0.03345,0.31887,0.26693,-1.31684,0.33746,1.15467,3.28138
90,0.92804,-1.84316,-1.14666,-0.41324,0.10552,-0.18633,-1.26837,0.22552,-0.04246,1.07206,-1.14177,-0.83622,1.57068,-1.61618,1.0025,1.89341,1.64995,-0.85606,-0.17557,2.11706,-0.27059,1.89503,0.88296,-1.09403,-0.21069,-0.35859,0.91541,0.27656,1.93882,-0.58252,-0.11588,-1.49962,0.13598,0.15335,-2.73505,-0.57345,-0.40606,-0.35406,-1.21316,0.45613,2.18764,1.23149,-0.06949,-0.70819,0.25546,-0.07778,0.92012,-0.1431,0.39592,0.58912,-0.22391,2.34703,-1.25774,0.98784,1.17495,1.08619,-1.51167,0.01577,-0.44625,-0.23301,0.12239,-0.5002,0.05248,2.49505
91,0.44643,-2.41159,-0.09992,-0.77082,0.03865,1.02221,-0.23952,0.68795,-1.31731,1.17439,-1.36676,-0.7666,0.11667,-0.41175,-0.4652,0.77441,0.39126,0.70715,-0.38503,1.48748,0.85072,0.47581,0.27723,-0.6734,-0.49882,-0.51379,1.1526,-0.15164,1.6863,-1.28115,-0.10996,-1.81407,0.55408,-0.00708,-2.00999,0.50963,-1.20328,0.60343,-0.06441,-0.03018,1.31053,1.45065,-0.84815,-0.75611,1.77824,-0.69297,2.91648,-0.32659,0.66203,-0.08024,-1.54425,1.42709,-2.17984,1.91701,2.14778,-0.15,-1.22971,0.14235,-0.95283,0.49942,1.11382,0.37285,0.28405,1.13585
92,0.11736,-0.14763,0.29762,-0.51947,-0.32237,0.76733,-0.30399,1.18345,-0.2963,1.40121,-0.94759,0.71196,1.28519,-0.42738,0.94239,2.55226,0.99907,1.41736,1.47137,0.70023,1.88584,1.67554,-0.45244,-1.43381,-0.29947,-0.15951,1.57317,0.44731,1.03815,-0.91894,-1.08024,-0.30298,0.14664,-0.29211,-0.04552,0.86506,-0.82456,1.09177,-0.50171,0.5813,0.17213,0.29399,-0.03476,0.99926,0.73355,-0.81223,2.18219,1.03515,2.25314,-0.59238,-1.42534,1.2806,-0.93917,0.53525,0.83433,0.54071,-1.97218,0.32072,0.27401,0.02069,-0.08562,0.75296,-0.73285,1.1107
93,-1.25541,-0.11304,-0.09503,-0.0894,-0.10314,0.28027,-0.0072,1.64298,1.67194,1.35749,-0.69448,-1.37575,-0.78119,1.07368,0.43577,2.20062,1.53812,1.88983,2.20957,0.15553,1.51931,1.38809,-0.4859,-1.41297,-0.11394,1.73066,0.97342,0.36741,-0.42664,0.00442,-0.91953,-1.11371,0.42765,-0.26303,-0.47405,-0.43007,-1.98511,1.16273,-0.28507,0.33807,-0.19109,-0.26131,1.20478,1.61821,0.69953,-1.86562,0.88762,-0.15361,1.44495,-0.1553,-2.01169,1.27581,-0.05646,0.26283,1.10888,0.05827,-2.26059,-0.39428,0.52783,0.23676,-0.68495,2.0392,-0.01976,2.10415
94,-1.75654,-0.18341,0.01285,-0.18625,-0.06146,-0.61948,1.30001,1.18591,1.20461,-0.80673,-2.36629,-0.96813,-1.00937,0.59881,0.23682,1.03756,-0.31481,0.71182,1.92049,0.81493,2.49311,1.55658,0.09833,0.92349,0.03961,0.01923,1.61334,0.58425,-0.87149,0.56871,1.34244,-0.6398,1.37219,0.0733,0.09553,-0.74925,-1.8862,1.41096,-0.33665,0.12247,1.54602,-0.26019,2.36072,2.37063,1.4963,-1.11094,0.14387,0.06002,-0.50298,0.83839,-0.65752,1.55061,-0.76247,-1.36756,1.72314,0.0852,-2.46544,-0.21747,1.41727,0.16129,0.20264,1.32748,-1.67356,2.22357
95,-2.21103,0.04426,-0.45822,-1.84385,0.40556,0.23145,0.29243,0.48553,1.62703,-2.53711,-1.35001,-0.45755,-1.58817,0.33408,-0.55696,2.7538,-1.00264,0.60125,1.32907,0.21709,1.40612,0.90278,-0.09439,0.10207,1.1227,0.6586,1.97766,0.44174,-1.34864,-0.54299,0.49155,-0.84697,-1.53628,-0.02315,0.77742,-2.18771,-1.16446,0.79321,0.89027,-0.25132,2.70785,-0.43246,0.70375,0.48002,0.7173,-0.42146,-0.26911,1.21422,-0.56129,0.06736,-0.70473,1.53672,-0.49954,-0.33581,0.03233,-0.78124,-1.80175,0.25693,1.12997,0.5537,-2.18419,-0.34354,-0.91167,-0.01195
96,-1.71987,0.00702,-0.02798,-0.26208,-0.2456,0.16127,0.68789,0.25109,1.29924,-1.11773,-2.18784,-0.00846,-2.13137,-0.8531,-0.73394,1.69299,-0.9573,0.26101,0.19278,0.00444,-1.27317,2.13037,-0.62667,-0.14276,-0.23392,-1.10258,1.08211,1.22123,-1.85111,-1.03922,0.22692,-0.68528,-0.82164,-0.38065,0.10563,-1.38931,-0.50353,-1.88302,2.29401,0.3156,1.95255,-0.29311,0.47944,2.01014,1.36317,0.05372,0.20137,-1.24224,-0.5321,-1.80937,-1.07369,-0.15965,0.38653,-0.31687,0.23387,0.71935,-0.48389,0.41087,1.09057,1.30471,-1.68753,0.43368,0.34367,0.5042
97,-1.21787,-0.00711,0.43491,-0.02658,-0.33198,-0.26249,0.22915,-0.63838,0.402,-0.47987,-1.57881,-0.28873,-1.83136,0.25018,-1.03088,2.38869,-0.8195,-1.32314,1.69058,-0.13408,-0.22037,1.9954,0.17825,0.16588,0.17093,-0.1812,0.97495,0.51852,-1.40172,-0.56352,-1.05964,0.48195,0.95813,-1.0399,1.03255,-0.95613,-1.13305,-2.35936,0.69783,0.4721,1.85355,0.28871,1.33536,0.91197,1.45596,0.24915,-1.06294,-0.8899,-0.42145,-0.5673,0.5914,0.38818,-0.31515,-2.30278,0.30054,1.70808,0.34282,-1.1591,2.61558,0.01552,-1.77064,-0.01296,-0.01183,0.86329
98,-0.93755,0.62933,-0.39315,0.67008,-0.48545,-0.68644,0.67281,0.28368,0.10274,0.55949,0.80412,0.33222,-0.70066,-0.90236,0.22471,1.54157,-1.57646,-0.90553,0.32829,1.35823,0.13557,1.02009,0.83386,0.76112,0.36862,-0.74855,1.46715,0.71014,-2.6036,-1.20785,0.89649,0.01283,0.70247,-0.34741,-0.79768,0.13211,0.10686,-2.5047,0.1366,-0.87838,0.731,-0.39906,0.84693,0.3954,0.4769,-0.38541,-1.67351,-0.08365,-0.3924,-0.76483,0.25246,-0.56332,-1.33489,-2.43676,1.61313,1.23069,0.35765,-0.42855,0.59574,-0.02254,-0.52192,0.77136,-0.27799,0.53298
99,-0.4325,-0.67528,-1.23807,-0.51563,1.30124,-0.74647,0.95298,1.81432,0.50355,0.70542,-0.17817,-1.35351,0.6074,-0.05759,-0.37933,0.2986,0.13907,-0.38155,-0.10612,1.00061,-0.75405,-0.08307,-1.31571,1.63249,0.53929,1.67646,1.22992,-0.21083,-2.99059,-0.29467,0.67158,-0.65393,0.79591,0.11728,-1.35929,0.64871,0.6477,-0.61665,0.16418,0.03512,0.62058,-0.17602,-0.04001,1.93231,-1.22837,-1.14119,-1.22328,-0.76494,0.87076,-0.20925,-1.25508,-0.32011,-1.67446,-0.27186,1.51177,0.49385,-0.09254,1.2682,1.4378,1.12571,-0.92088,-0.38519,0.07862,0.55944
100,-1.67139,-1.59837,-2.80922,-1.31524,1.71865,-0.09999,-0.00509,1.17494,1.5209,1.01192,0.49563,-1.3651,1.47129,1.08539,-0.95084,0.74502,0.30336,-0.64039,0.81667,0.22222,-0.75816,3.06378,-1.29754,0.83996,0.84355,1.85011,1.06156,-0.58452,-1.58112,-0.12958,-0.65761,0.36854,2.49005,-0.27131,-0.43311,0.97504,1.3239,0.31381,-0.65006,0.16078,-0.65538,-0.81951,-0.33242,0.79111,0.47172,-0.94907,-1.6715,-1.3126,2.13397,0.18728,-1.12132,0.14827,-1.02662,-0.76199,0.78817,0.01503,-0.6118,0.16088,1.39463,-0.281,-0.51633,-0.76582,-0.61549,1.72658
101,-1.31462,-1.9126,-2.11599,-0.39724,2.11752,0.69583,0.04952,0.71247,-0.09756,1.28963,0.07514,0.49761,2.02643,0.13701,-1.41537,1.86393,0.22688,-0.97332,-2.02893,-0.11,-2.07001,1.91966,-1.95797,0.89007,-0.36984,0.37099,0.5135,0.03377,-1.42757,-0.52988,-2.01632,-1.0063,2.50395,-1.342,-1.01503,0.24161,1.94843,0.5587,0.00929,0.71898,0.79315,-0.14969,0.07359,0.29222,1.45702,-3.31881,-1.68809,-0.43229,2.17602,-0.50436,-0.37803,-0.12632,-0.28588,-0.43552,1.43926,0.08363,0.10984,-1.42266,0.10837,0.61486,-0.44548,-0.5473,-0.71084,1.3221
102,-0.28798,-1.08049,-1.38006,-0.85685,1.32485,1.69055,1.79904,0.39165,0.00672,1.15269,-0.24955,0.99105,1.96836,-0.87966,-0.10563,0.71949,1.45181,-0.38594,-1.38562,-0.99675,-0.69549,1.12872,-2.30175,-1.76458,0.10857,-0.64071,-0.71521,-0.07307,-0.64704,0.27947,-1.17133,0.32077,2.47292,-0.88234,-1.72051,-0.07746,1.01192,0.25957,0.51285,0.54463,0.56036,-1.10291,0.5094,0.36681,1.23792,-1.76712,0.26807,-1.11773,2.9158,-1.6125,0.19195,-0.30132,0.5625,-0.95028,2.66431,-0.57555,-0.77022,-1.70758,0.03393,0.34612,0.48299,0.21155,1.1062,2.26715
103,-0.25651,-1.69937,0.91886,0.91534,-0.43493,1.43535,1.15412,-1.22964,0.1578,0.19997,-0.1306,1.17216,-0.92502,-1.0637,0.53746,1.03824,1.66257,0.29534,0.62441,0.85589,0.07341,1.19421,-1.44531,-0.9755,0.23148,-0.27196,-1.04761,0.65808,-1.90803,0.19262,1.89778,0.57146,1.8465,0.07922,-0.73345,-1.10155,1.86623,1.12247,0.2019,-0.46015,-0.10089,-0.8592,-0.67337,0.38483,1.42057,-0.58475,0.69447,-0.26121,2.3772,-0.20757,0.23252,-1.06544,-0.08241,-0.22779,3.05839,-1.88492,-1.11082,-0.91484,-1.10728,0.36286,1.35897,-0.99113,1.11755,2.22302
104,1.19921,0.05064,0.81018,-0.08295,-0.65035,0.33702,0.20115,0.03355,-0.83407,-0.5414,-1.41026,2.68007,-1.53837,-0.00759,0.30272,1.2444,0.06445,0.16665,0.12887,0.76612,-0.37472,0.97589,0.1709,-0.51097,-1.72498,1.98596,0.26912,1.18615,-0.60002,-0.77773,2.52098,0.87272,2.29945,0.00371,0.70629,-0.81554,0.19101,2.05532,-0.04592,0.63958,-0.81392,-0.22301,0.7142,1.07962,-1.24015,-0.20362,-0.32199,0.60246,1.62965,-1.88878,0.28527,-1.05241,-1.38799,-0.57942,2.22832,-2.15956,-0.79427,0.30576,0.27113,0.03152,1.1098,-0.14659,-0.39496,1.95252
105,0.63871,0.16348,-0.50396,0.98997,-1.16179,1.18823,1.41719,-0.84012,-0.0454,-0.19165,-0.96539,2.1066,0.74185,0.57834,0.32442,1.25528,0.90318,1.18786,0.73721,0.5393,-0.54337,0.84737,0.35066,-0.32652,-0.97627,-0.40106,1.06872,0.06587,-0.18615,-0.8316,1.7405,-0.69083,1.80142,-1.04102,0.83631,0.16275,-0.55797,0.17996,0.10487,0.44418,-0.02953,0.44544,0.98021,1.65336,-0.22712,-0.53177,-1.48553,-0.28084,1.91925,-0.82084,0.51442,-1.24762,-0.26495,-0.48876,2.20479,-2.30554,-1.46516,0.10685,1.83384,-0.33723,0.00096,0.18461,0.39258,0.52683
106,0.31756,0.5532,-0.06585,-0.03102,-0.65661,1.18602,0.26857,-1.44778,-0.94082,-0.84443,-0.08699,0.19914,1.00712,-1.00007,0.57432,1.14882,-0.51381,0.43284,1.16003,1.29194,0.40367,0.97449,-0.56934,-0.62472,0.03344,-0.45197,1.12878,-1.27863,-0.32628,-1.24424,1.1653,-0.36405,0.93299,-0.36385,0.45266,-0.46755,-2.29004,0.17396,-0.83127,0.94079,0.41879,0.59141,0.92354,-0.33242,-0.4741,-1.21041,-0.28031,0.05568,2.85478,-0.42478,-0.03318,-2.48322,-0.23318,-0.96234,1.40638,-2.11101,0.35791,-0.08589,1.29337,1.00123,0.16478,-0.20699,0.13213,1.16609
107,0.01383,2.07853,-1.23858,0.98373,1.57644,0.41328,-1.52469,-2.27607,0.12955,-0.62351,1.76553,0.0757,1.8668,-1.44394,-0.05696,2.07041,-0.63097,-0.83726,0.33021,-0.11045,0.50271,0.6836,-0.46422,-1.27957,0.47805,-0.95822,2.13565,-1.92073,-1.50963,-0.44954,0.46549,-2.81761,-0.60432,0.43596,0.35267,1.03154,-2.17013,0.95599,-0.04093,1.18716,-0.43465,0.79489,0.88571,-0.66271,-0.29391,-0.95661,-0.58826,0.68057,3.50802,-1.17665,-1.25812,-2.90366,-0.86882,-0.26193,1.73614,-1.55214,1.03541,0.15055,0.28328,1.70993,-0.05069,0.68851,-0.38302,0.18421
108,0.00206,1.09111,-0.92661,0.53567,-0.38239,-0.44881,-0.84952,-0.79829,0.63307,-0.28754,2.02019,-0.82425,1.80243,-2.53495,-0.32413,2.56165,-0.17321,-0.4516,0.26285,0.09991,0.26908,1.11779,-0.23799,-0.65946,0.00295,-1.01476,2.25854,-2.69083,0.05301,-0.54032,-0.19105,-1.56688,0.17197,-0.87701,0.50079,-0.10329,-1.75116,0.87728,-0.6105,0.6045,0.69429,2.15785,1.88325,-0.53586,0.13539,-1.06536,-0.21092,-0.25487,2.75593,-1.46986,-0.00157,-0.44598,-2.69519,0.49517,1.36483,-0.16002,1.37974,-0.68746,0.807,2.12046,0.15592,0.48086,0.5906,0.9211
109,0.66779,0.64801,-1.11859,0.78711,0.43959,-0.29359,0.27102,0.23418,0.99495,-0.23528,-0.31274,-0.0126,1.16853,-1.55493,-0.81841,0.77265,-0.03488,1.12111,1.26669,0.79374,0.60122,1.58223,0.25592,0.4438,-1.24884,-0.1817,1.11947,-0.56043,0.48613,-0.46472,0.13394,-1.16333,1.58226,-0.53132,-1.12829,0.09832,-2.05779,0.49205,1.12533,0.59213,0.284,1.94073,1.57325,-0.30527,0.56406,-1.59223,-1.37105,0.17125,3.01669,-1.36322,0.63342,-0.33185,-0.75167,0.45521,1.10923,-0.36251,0.86183,-0.5478,0.16121,1.16673,0.83562,1.26907,1.09796,-0.06773
110,-0.73576,0.29725,-0.79901,0.77745,-1.36765,-1.10265,0.26211,0.30893,0.68594,1.60056,-1.25962,0.42821,-0.29973,-0.30777,0.5394,0.63019,0.55,0.64609,0.88007,0.93992,0.37336,-0.4327,1.12089,-0.38941,-0.43371,-1.34819,0.72286,-0.24729,-0.56177,-0.5403,-0.36999,-0.64574,0.87952,-1.49176,-0.95228,0.69086,-1.96208,-0.52021,0.8719,-0.6387,0.77868,1.25407,1.39063,-0.23063,0.99519,-1.77077,-0.58025,0.01423,3.14453,-0.50579,-1.10784,0.70528,-0.17754,-0.73398,-0.90626,-1.04237,-0.25511,-0.65486,0.19759,0.29277,-0.01681,1.7972,0.5673,-1.62475
111,-2.35143,-0.07273,0.03353,-0.91275,-0.99318,-1.68888,-0.197,0.36462,1.02336,1.22098,-0.8531,1.34094,-0.87465,0.00877,1.83842,0.48593,0.41029,0.93901,-0.00091,0.88906,0.3172,-1.29,0.13543,-0.22161,-0.91412,-1.04059,-0.50344,0.31682,-0.43353,-0.62963,-0.43692,-1.69139,1.26353,-1.05935,-0.88321,0.01896,-0.99344,-0.54998,-0.9694,-1.53915,-0.14529,1.70168,2.40884,-2.31297,0.33154,-0.44014,-1.74289,-0.62043,1.74884,0.29757,-1.35618,0.14021,-1.67315,-0.70318,-0.98285,-2.04723,-0.48082,-0.83509,0.1122,-0.124,-0.05831,0.87409,-1.07267,-1.83319
112,-1.74426,-1.12036,0.96296,-0.31342,-0.46856,-1.92128,0.68945,0.89444,0.28308,0.63713,-0.78189,0.18533,-0.41803,-0.82849,-0.04149,0.98041,2.00715,1.41992,-0.63952,0.63904,0.5969,-2.12383,-0.24313,-1.24182,-1.52106,-1.11915,-1.04713,-0.49498,-0.37211,-1.79823,-2.36368,-0.69592,1.36776,-0.45378,-0.3905,-0.03401,-0.43709,-0.35722,-1.50441,-0.92873,-0.01789,2.49811,0.15185,-1.65302,-0.78418,0.26759,-0.69937,-0.37327,2.45013,0.94107,-1.83397,-0.37424,-1.72052,0.20311,-0.93774,-1.27318,-0.69822,-1.45894,0.28321,0.54166,0.0733,0.367,-0.15413,-1.41015
113,-0.404,-0.77276,0.21787,-0.15482,0.22721,-1.07717,-0.1755,0.18099,0.74294,0.51603,-1.4171,1.34855,-0.76477,-1.113,-1.01054,0.23583,1.01007,0.07399,-0.38372,0.49319,0.68258,-2.31869,0.61606,-0.59387,-0.08949,-0.62094,-0.65927,-1.48437,-1.48532,-0.35745,-1.66717,-0.56261,1.09244,-0.06618,-0.17564,-0.21436,-0.27151,-0.00583,-1.43558,-1.27927,0.92558,2.34563,0.09048,0.65187,-0.06485,-0.36876,-0.65554,0.09537,2.06373,0.10369,-0.79178,-1.64372,-1.6302,0.23723,-0.47317,-1.63634,-2.10364,0.64746,1.32413,0.27924,0.9555,-0.11783,-0.69734,-0.25672
114,0.82802,-0.26724,-1.23136,-0.02112,0.59358,-1.9117,-0.18482,0.1557,-0.32949,0.09838,-0.91918,1.62932,0.51254,-0.45088,-1.03581,-0.18811,0.65241,0.6941,1.35212,-0.2924,0.33624,-1.12749,0.46402,0.3295,-1.00364,-0.9332,-1.47064,-1.92064,-0.55464,-2.42079,-1.12088,1.50506,1.18744,-0.37211,0.54881,-0.292,0.2286,-0.12268,-0.50598,-1.37045,1.37736,2.21151,1.57368,1.49174,0.90501,0.30731,0.17865,-2.34135,0.97993,0.82448,0.93781,-1.87865,-0.81183,-0.07148,0.68937,-2.09526,-2.46609,-0.61628,-0.20395,0.98602,0.92642,0.39343,-0.4797,-0.59384
